id,name,base_exp,height,weight,type1,type2,hp,atk,def,sp_atk,sp_def,speed,image
415,combee,49,3,55,bug,flying,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png
416,vespiquen,166,12,385,bug,flying,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png
469,yanmega,180,19,515,bug,flying,86,76,86,116,56,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png
540,sewaddle,62,3,25,bug,grass,45,53,70,40,60,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png
541,swadloon,133,5,73,bug,grass,55,63,90,50,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png
542,leavanny,225,12,205,bug,grass,75,103,80,70,80,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png
543,venipede,52,4,53,bug,poison,30,45,59,30,39,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png
544,whirlipede,126,12,585,bug,poison,40,55,99,40,79,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png
545,scolipede,243,25,2005,bug,poison,60,100,89,55,69,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png
557,dwebble,65,3,145,bug,rock,50,65,85,35,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png
558,crustle,170,14,2000,bug,rock,70,105,125,65,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png
588,karrablast,63,5,59,bug,null,50,75,45,40,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png
589,escavalier,173,10,330,bug,steel,70,135,105,60,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png
595,joltik,64,1,6,bug,electric,50,47,50,57,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png
596,galvantula,165,8,143,bug,electric,70,77,60,97,60,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png
617,accelgor,173,8,253,bug,null,80,70,40,100,60,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png
616,shelmet,61,4,77,bug,null,50,40,85,40,65,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png
632,durant,169,3,330,bug,steel,58,109,112,48,48,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png
636,larvesta,72,11,288,bug,fire,55,85,55,50,55,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png
637,volcarona,275,16,460,bug,fire,85,60,65,135,105,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png
649,genesect,300,15,825,bug,steel,71,120,95,120,95,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png
664,scatterbug,40,3,25,bug,null,38,35,40,27,25,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png
665,spewpa,75,3,84,bug,null,45,22,60,27,30,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png
666,vivillon,185,12,170,bug,flying,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png
736,grubbin,60,4,44,bug,null,47,62,45,55,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png
738,vikavolt,250,15,450,bug,electric,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png
737,charjabug,140,5,105,bug,electric,57,82,95,55,75,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png
742,cutiefly,61,1,2,bug,fairy,40,45,40,55,40,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png
743,ribombee,162,2,5,bug,fairy,60,55,60,95,70,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png
768,golisopod,186,20,1080,bug,water,75,125,140,60,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png
767,wimpod,46,5,120,bug,water,25,35,40,20,30,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png
794,buzzwole,285,24,3336,bug,fighting,107,139,139,53,53,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,pheromosa,285,18,250,bug,fighting,71,137,37,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
825,dottler,117,4,195,bug,psychic,50,35,80,50,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
824,blipbug,36,4,80,bug,null,25,20,20,25,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
826,orbeetle,253,4,408,bug,psychic,60,45,110,80,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
900,kleavor,None,18,890,bug,rock,70,135,95,45,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png
917,tarountula,None,3,40,bug,null,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png
918,spidops,None,10,165,bug,null,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png
920,lokix,None,10,175,bug,dark,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png
919,nymble,None,2,10,bug,null,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png
953,rellor,None,2,10,bug,null,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png
954,rabsca,None,3,35,bug,psychic,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png
988,slither-wing,None,32,920,bug,fighting,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png
