id,name,base_exp,height,weight,type1,type2,hp,atk,def,sp_atk,sp_def,speed,image
802,marshadow,300,7,222,fighting,ghost,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
852,clobbopus,62,6,40,fighting,null,50,68,60,50,50,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,grapploct,168,16,390,fighting,null,80,118,90,70,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
865,sirfetchd,177,8,1170,fighting,null,62,135,95,68,82,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png
870,falinks,165,30,620,fighting,null,65,100,100,70,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png
889,zamazenta,335,29,2100,fighting,null,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png
891,kubfu,77,6,120,fighting,null,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png
892,urshifu-single-strike,275,19,1050,fighting,dark,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png
903,sneasler,None,13,430,fighting,poison,80,130,60,40,80,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png
979,annihilape,None,12,560,fighting,ghost,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png
992,iron-hands,None,18,3807,fighting,electric,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/992.png
1007,koraidon,None,25,3030,fighting,dragon,100,135,115,85,100,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1007.png
